mean_eda,std_eda,ent_eda,max_eda,mean_bvp,std_bvp,ent_bvp,max_bvp,label
1.525219,0.0,2.2718685126965625,1.525219,50.55775439035622,0.0,2.2718685126965625,50.55775439035622,1
1.521375,0.0,2.2718685126965625,1.521375,-27.819762311696845,0.0,2.2718685126965625,-27.819762311696845,1
1.51625,0.0,2.2718685126965625,1.51625,-16.463457106474056,0.0,2.2718685126965625,-16.463457106474056,1
1.513687,0.0,2.2718685126965625,1.513687,13.85501071467087,0.0,2.2718685126965625,13.85501071467087,1
1.508562,0.0,2.2718685126965625,1.508562,-13.855368995605259,0.0,2.2718685126965625,-13.855368995605259,1
1.50728,0.0,2.2718685126965625,1.50728,8.200631325027034,0.0,2.2718685126965625,8.200631325027034,1
1.502155,0.0,2.2718685126965625,1.502155,-1.5515215461276197,0.0,2.2718685126965625,-1.5515215461276197,1
1.500874,0.0,2.2718685126965625,1.500874,-22.58586016226851,0.0,2.2718685126965625,-22.58586016226851,1
1.502155,0.0,2.2718685126965625,1.502155,34.08765785698328,0.0,2.2718685126965625,34.08765785698328,1
1.500874,0.0,2.2718685126965625,1.500874,-3.194776167747875,0.0,2.2718685126965625,-3.194776167747875,1
1.498311,0.0,2.2718685126965625,1.498311,-9.700482492565055,0.0,2.2718685126965625,-9.700482492565055,1
1.49703,0.0,2.2718685126965625,1.49703,27.81082976590224,0.0,2.2718685126965625,27.81082976590224,1
1.49703,0.0,2.2718685126965625,1.49703,-1.9524138338487524,0.0,2.2718685126965625,-1.9524138338487524,1
1.485498,0.0,2.2718685126965625,1.485498,-0.3414832809380419,0.0,2.2718685126965625,-0.3414832809380419,1
1.481654,0.0,2.2718685126965625,1.481654,-50.75238911291578,0.0,2.2718685126965625,-50.75238911291578,1
1.47781,0.0,2.2718685126965625,1.47781,-44.155107687624444,0.0,2.2718685126965625,-44.155107687624444,1
1.475247,0.0,2.2718685126965625,1.475247,89.66256304546462,0.0,2.2718685126965625,89.66256304546462,1
1.472685,0.0,2.2718685126965625,1.472685,72.4441450331702,0.0,2.2718685126965625,72.4441450331702,1
1.470122,0.0,2.2718685126965625,1.470122,-27.77043414550845,0.0,2.2718685126965625,-27.77043414550845,1
1.46884,0.0,2.2718685126965625,1.46884,-11.542774242691785,0.0,2.2718685126965625,-11.542774242691785,1
1.464996,0.0,2.2718685126965625,1.464996,-33.61884113712121,0.0,2.2718685126965625,-33.61884113712121,1
1.464996,0.0,2.2718685126965625,1.464996,39.297478589230174,0.0,2.2718685126965625,39.297478589230174,1
1.462434,0.0,2.2718685126965625,1.462434,-13.545979460835207,0.0,2.2718685126965625,-13.545979460835207,1
1.45859,0.0,2.2718685126965625,1.45859,-9.892647744620822,0.0,2.2718685126965625,-9.892647744620822,1
1.453465,0.0,2.2718685126965625,1.453465,-7.916366679170773,0.0,2.2718685126965625,-7.916366679170773,1
1.450902,0.0,2.2718685126965625,1.450902,-14.527823500275872,0.0,2.2718685126965625,-14.527823500275872,1
1.445776,0.0,2.2718685126965625,1.445776,0.48636953699617386,0.0,2.2718685126965625,0.48636953699617386,1
1.443214,0.0,2.2718685126965625,1.443214,13.707444173462026,0.0,2.2718685126965625,13.707444173462026,1
1.441933,0.0,2.2718685126965625,1.441933,-3.779815068126205,0.0,2.2718685126965625,-3.779815068126205,1
1.43937,0.0,2.2718685126965625,1.43937,38.37466591493763,0.0,2.2718685126965625,38.37466591493763,1
1.443214,0.0,2.2718685126965625,1.443214,-32.75619713223575,0.0,2.2718685126965625,-32.75619713223575,1
1.43937,0.0,2.2718685126965625,1.43937,32.14275546402421,0.0,2.2718685126965625,32.14275546402421,1
1.42015,0.0,2.2718685126965625,1.42015,4.213764076060188,0.0,2.2718685126965625,4.213764076060188,1
1.435526,0.0,2.2718685126965625,1.435526,-10.778008507881811,0.0,2.2718685126965625,-10.778008507881811,1
1.434245,0.0,2.2718685126965625,1.434245,-56.471343303762126,0.0,2.2718685126965625,-56.471343303762126,1
1.403493,0.0,2.2718685126965625,1.403493,112.74828525967894,0.0,2.2718685126965625,112.74828525967894,1
1.412462,0.0,2.2718685126965625,1.412462,-80.64674394576788,0.0,2.2718685126965625,-80.64674394576788,1
1.41118,0.0,2.2718685126965625,1.41118,149.8178382462091,0.0,2.2718685126965625,149.8178382462091,1
1.393242,0.0,2.2718685126965625,1.393242,16.49690034671406,0.0,2.2718685126965625,16.49690034671406,1
1.390679,0.0,2.2718685126965625,1.390679,-150.43126472933102,0.0,2.2718685126965625,-150.43126472933102,1
1.366334,0.0,2.2718685126965625,1.366334,57.215850788006804,0.0,2.2718685126965625,57.215850788006804,1
1.341989,0.0,2.2718685126965625,1.341989,-31.85958901883695,0.0,2.2718685126965625,-31.85958901883695,1
1.320206,0.0,2.2718685126965625,1.320206,25.061096050722714,0.0,2.2718685126965625,25.061096050722714,1
1.280485,0.0,2.2718685126965625,1.280485,62.90774458837579,0.0,2.2718685126965625,62.90774458837579,1
1.233075,0.0,2.2718685126965625,1.233075,-180.4593421933909,0.0,2.2718685126965625,-180.4593421933909,1
1.224106,0.0,2.2718685126965625,1.224106,-27.837743232092766,0.0,2.2718685126965625,-27.837743232092766,1
1.24717,0.0,2.2718685126965625,1.24717,142.043402280779,0.0,2.2718685126965625,142.043402280779,1
1.235638,0.0,2.2718685126965625,1.235638,-79.08403446754575,0.0,2.2718685126965625,-79.08403446754575,1
1.235638,0.0,2.2718685126965625,1.235638,-52.79312255957329,0.0,2.2718685126965625,-52.79312255957329,1
1.242045,0.0,2.2718685126965625,1.242045,-116.90347464111663,0.0,2.2718685126965625,-116.90347464111663,1
1.259984,0.0,2.2718685126965625,1.259984,-17.07653003569573,0.0,2.2718685126965625,-17.07653003569573,1
1.257421,0.0,2.2718685126965625,1.257421,-73.82939369170711,0.0,2.2718685126965625,-73.82939369170711,1
1.235638,0.0,2.2718685126965625,1.235638,104.99167235762188,0.0,2.2718685126965625,104.99167235762188,1
1.224106,0.0,2.2718685126965625,1.224106,122.0871900984996,0.0,2.2718685126965625,122.0871900984996,1
1.133132,0.0,2.2718685126965625,1.133132,-3.2663606858686434,0.0,2.2718685126965625,-3.2663606858686434,1
1.153633,0.0,2.2718685126965625,1.153633,111.97582874734627,0.0,2.2718685126965625,111.97582874734627,1
1.226669,0.0,2.2718685126965625,1.226669,62.29867306297806,0.0,2.2718685126965625,62.29867306297806,1
1.27536,0.0,2.2718685126965625,1.27536,15.607599046090618,0.0,2.2718685126965625,15.607599046090618,1
1.279203,0.0,2.2718685126965625,1.279203,-89.05060669191236,0.0,2.2718685126965625,-89.05060669191236,1
1.231794,0.0,2.2718685126965625,1.231794,-233.74861032695418,0.0,2.2718685126965625,-233.74861032695418,1
1.262546,0.0,2.2718685126965625,1.262546,218.32409234194603,0.0,2.2718685126965625,218.32409234194603,1
1.284329,0.0,2.2718685126965625,1.284329,179.7968868559025,0.0,2.2718685126965625,179.7968868559025,1
1.306111,0.0,2.2718685126965625,1.306111,-249.9147093305113,0.0,2.2718685126965625,-249.9147093305113,1
1.318925,0.0,2.2718685126965625,1.318925,-77.32383479022145,0.0,2.2718685126965625,-77.32383479022145,1
1.336863,0.0,2.2718685126965625,1.336863,79.45842752980502,0.0,2.2718685126965625,79.45842752980502,1
1.347114,0.0,2.2718685126965625,1.347114,-39.970093485171446,0.0,2.2718685126965625,-39.970093485171446,1
1.36249,0.0,2.2718685126965625,1.36249,20.255553664851426,0.0,2.2718685126965625,20.255553664851426,1
1.371459,0.0,2.2718685126965625,1.371459,-19.015203132756742,0.0,2.2718685126965625,-19.015203132756742,1
1.366334,0.0,2.2718685126965625,1.366334,77.53872281040054,0.0,2.2718685126965625,77.53872281040054,1
1.36249,0.0,2.2718685126965625,1.36249,-41.07705540609634,0.0,2.2718685126965625,-41.07705540609634,1
1.341989,0.0,2.2718685126965625,1.341989,-77.55012312480928,0.0,2.2718685126965625,-77.55012312480928,1
1.359927,0.0,2.2718685126965625,1.359927,90.37448326557865,0.0,2.2718685126965625,90.37448326557865,1
1.248451,0.0,2.2718685126965625,1.248451,191.93812674223298,0.0,2.2718685126965625,191.93812674223298,1
1.149789,0.0,2.2718685126965625,1.149789,-90.0863538873984,0.0,2.2718685126965625,-90.0863538873984,1
1.120318,0.0,2.2718685126965625,1.120318,-120.30730020761987,0.0,2.2718685126965625,-120.30730020761987,1
1.148508,0.0,2.2718685126965625,1.148508,303.18013340239236,0.0,2.2718685126965625,303.18013340239236,1
1.149789,0.0,2.2718685126965625,1.149789,-181.01824657452372,0.0,2.2718685126965625,-181.01824657452372,1
1.174134,0.0,2.2718685126965625,1.174134,-323.4588565004379,0.0,2.2718685126965625,-323.4588565004379,1
1.129288,0.0,2.2718685126965625,1.129288,113.582482891847,0.0,2.2718685126965625,113.582482891847,1
1.138257,0.0,2.2718685126965625,1.138257,223.68955608136227,0.0,2.2718685126965625,223.68955608136227,1
1.142101,0.0,2.2718685126965625,1.142101,-94.4725163123568,0.0,2.2718685126965625,-94.4725163123568,1
1.136976,0.0,2.2718685126965625,1.136976,-29.882774570041505,0.0,2.2718685126965625,-29.882774570041505,1
1.25614,0.0,2.2718685126965625,1.25614,-139.56826567871744,0.0,2.2718685126965625,-139.56826567871744,1
1.347114,0.0,2.2718685126965625,1.347114,37.88944485988168,0.0,2.2718685126965625,37.88944485988168,1
1.359927,0.0,2.2718685126965625,1.359927,-37.90529875443569,0.0,2.2718685126965625,-37.90529875443569,1
1.261265,0.0,2.2718685126965625,1.261265,183.12161517663054,0.0,2.2718685126965625,183.12161517663054,1
1.207449,0.0,2.2718685126965625,1.207449,64.41542499669869,0.0,2.2718685126965625,64.41542499669869,1
1.17029,0.0,2.2718685126965625,1.17029,-118.46126014208156,0.0,2.2718685126965625,-118.46126014208156,1
1.115193,0.0,2.2718685126965625,1.115193,62.46812511113336,0.0,2.2718685126965625,62.46812511113336,1
1.076753,0.0,2.2718685126965625,1.076753,-35.39754908796418,0.0,2.2718685126965625,-35.39754908796418,1
1.274078,0.0,2.2718685126965625,1.274078,-14.694073773044058,0.0,2.2718685126965625,-14.694073773044058,1
1.372741,0.0,2.2718685126965625,1.372741,-65.22380997072665,0.0,2.2718685126965625,-65.22380997072665,1
1.374022,0.0,2.2718685126965625,1.374022,70.01932686732107,0.0,2.2718685126965625,70.01932686732107,1
1.25614,0.0,2.2718685126965625,1.25614,-54.59197938515239,0.0,2.2718685126965625,-54.59197938515239,1
1.234357,0.0,2.2718685126965625,1.234357,60.230249621397085,0.0,2.2718685126965625,60.230249621397085,1
1.259984,0.0,2.2718685126965625,1.259984,237.04176359285634,0.0,2.2718685126965625,237.04176359285634,1
1.252295,0.0,2.2718685126965625,1.252295,-278.6535187586022,0.0,2.2718685126965625,-278.6535187586022,1
1.125444,0.0,2.2718685126965625,1.125444,-34.395109369004,0.0,2.2718685126965625,-34.395109369004,1
1.104942,0.0,2.2718685126965625,1.104942,76.28205855384807,0.0,2.2718685126965625,76.28205855384807,1
1.259984,0.0,2.2718685126965625,1.259984,84.3369165729064,0.0,2.2718685126965625,84.3369165729064,1
1.28561,0.0,2.2718685126965625,1.28561,-81.77231700207102,0.0,2.2718685126965625,-81.77231700207102,1
1.276641,0.0,2.2718685126965625,1.276641,48.65855062330598,0.0,2.2718685126965625,48.65855062330598,1
1.186948,0.0,2.2718685126965625,1.186948,-157.13301524439203,0.0,2.2718685126965625,-157.13301524439203,1
1.374022,0.0,2.2718685126965625,1.374022,113.95498591196791,0.0,2.2718685126965625,113.95498591196791,1
1.435526,0.0,2.2718685126965625,1.435526,-107.10461847676143,0.0,2.2718685126965625,-107.10461847676143,1
1.421431,0.0,2.2718685126965625,1.421431,100.26344454197195,0.0,2.2718685126965625,100.26344454197195,1
1.416306,0.0,2.2718685126965625,1.416306,173.19640333938963,0.0,2.2718685126965625,173.19640333938963,1
1.436807,0.0,2.2718685126965625,1.436807,-102.723499093358,0.0,2.2718685126965625,-102.723499093358,1
1.38171,0.0,2.2718685126965625,1.38171,-85.65189494575571,0.0,2.2718685126965625,-85.65189494575571,1
1.165165,0.0,2.2718685126965625,1.165165,-7.152429810643531,0.0,2.2718685126965625,-7.152429810643531,1
1.089566,0.0,2.2718685126965625,1.089566,34.506537773293225,0.0,2.2718685126965625,34.506537773293225,1
1.071628,0.0,2.2718685126965625,1.071628,-69.9364282075439,0.0,2.2718685126965625,-69.9364282075439,1
1.060096,0.0,2.2718685126965625,1.060096,-90.7974447940738,0.0,2.2718685126965625,-90.7974447940738,1
1.037032,0.0,2.2718685126965625,1.037032,25.73674511458169,0.0,2.2718685126965625,25.73674511458169,1
1.04472,0.0,2.2718685126965625,1.04472,-189.2406944707481,0.0,2.2718685126965625,-189.2406944707481,1
1.048564,0.0,2.2718685126965625,1.048564,-26.879277206912896,0.0,2.2718685126965625,-26.879277206912896,1
1.07419,0.0,2.2718685126965625,1.07419,215.05918523899282,0.0,2.2718685126965625,215.05918523899282,1
1.081878,0.0,2.2718685126965625,1.081878,279.7787863553263,0.0,2.2718685126965625,279.7787863553263,1
1.087004,0.0,2.2718685126965625,1.087004,-139.25756197688884,0.0,2.2718685126965625,-139.25756197688884,1
1.039595,0.0,2.2718685126965625,1.039595,-168.06123740354303,0.0,2.2718685126965625,-168.06123740354303,1
1.048564,0.0,2.2718685126965625,1.048564,181.54758571752848,0.0,2.2718685126965625,181.54758571752848,1
1.058815,0.0,2.2718685126965625,1.058815,6.648471394668227,0.0,2.2718685126965625,6.648471394668227,1
1.067784,0.0,2.2718685126965625,1.067784,161.28485776120803,0.0,2.2718685126965625,161.28485776120803,1
1.09341,0.0,2.2718685126965625,1.09341,-42.12831436290769,0.0,2.2718685126965625,-42.12831436290769,1
1.087004,0.0,2.2718685126965625,1.087004,-49.8217233506732,0.0,2.2718685126965625,-49.8217233506732,1
1.125444,0.0,2.2718685126965625,1.125444,-19.060612268628415,0.0,2.2718685126965625,-19.060612268628415,1
1.192073,0.0,2.2718685126965625,1.192073,-51.394954773351564,0.0,2.2718685126965625,-51.394954773351564,1
1.279203,0.0,2.2718685126965625,1.279203,19.423560007321598,0.0,2.2718685126965625,19.423560007321598,1
1.293298,0.0,2.2718685126965625,1.293298,-70.16610872366262,0.0,2.2718685126965625,-70.16610872366262,1
1.290735,0.0,2.2718685126965625,1.290735,7.422188873390983,0.0,2.2718685126965625,7.422188873390983,1
1.313799,0.0,2.2718685126965625,1.313799,161.54479985415247,0.0,2.2718685126965625,161.54479985415247,1
1.286891,0.0,2.2718685126965625,1.286891,71.97474782017747,0.0,2.2718685126965625,71.97474782017747,1
1.280485,0.0,2.2718685126965625,1.280485,6.011474639120132,0.0,2.2718685126965625,6.011474639120132,1
1.267671,0.0,2.2718685126965625,1.267671,-187.51345942516738,0.0,2.2718685126965625,-187.51345942516738,1
1.24717,0.0,2.2718685126965625,1.24717,-5.4478958996681985,0.0,2.2718685126965625,-5.4478958996681985,1
1.254858,0.0,2.2718685126965625,1.254858,-22.5427735051689,0.0,2.2718685126965625,-22.5427735051689,1
1.293298,0.0,2.2718685126965625,1.293298,51.67597420873443,0.0,2.2718685126965625,51.67597420873443,1
1.316362,0.0,2.2718685126965625,1.316362,-72.87827312429862,0.0,2.2718685126965625,-72.87827312429862,1
1.311237,0.0,2.2718685126965625,1.311237,-30.02910728850658,0.0,2.2718685126965625,-30.02910728850658,1
1.306111,0.0,2.2718685126965625,1.306111,-289.93814481986226,0.0,2.2718685126965625,-289.93814481986226,1
1.303549,0.0,2.2718685126965625,1.303549,161.45665295112457,0.0,2.2718685126965625,161.45665295112457,1
1.298423,0.0,2.2718685126965625,1.298423,227.05780584244607,0.0,2.2718685126965625,227.05780584244607,1
1.293298,0.0,2.2718685126965625,1.293298,-42.474344821213634,0.0,2.2718685126965625,-42.474344821213634,1
1.295861,0.0,2.2718685126965625,1.295861,-51.23292673278968,0.0,2.2718685126965625,-51.23292673278968,1
1.293298,0.0,2.2718685126965625,1.293298,60.257107693326915,0.0,2.2718685126965625,60.257107693326915,1
1.289454,0.0,2.2718685126965625,1.289454,-4.166847838655049,0.0,2.2718685126965625,-4.166847838655049,1
1.284329,0.0,2.2718685126965625,1.284329,-5.372679612415565,0.0,2.2718685126965625,-5.372679612415565,1
1.279203,0.0,2.2718685126965625,1.279203,40.965175090550375,0.0,2.2718685126965625,40.965175090550375,1
1.27536,0.0,2.2718685126965625,1.27536,-11.807732448897442,0.0,2.2718685126965625,-11.807732448897442,1
1.270234,0.0,2.2718685126965625,1.270234,-39.480503839199116,0.0,2.2718685126965625,-39.480503839199116,1
1.267671,0.0,2.2718685126965625,1.267671,14.942954528778426,0.0,2.2718685126965625,14.942954528778426,1
1.263827,0.0,2.2718685126965625,1.263827,15.222167439287423,0.0,2.2718685126965625,15.222167439287423,1
1.258702,0.0,2.2718685126965625,1.258702,-25.444983367844564,0.0,2.2718685126965625,-25.444983367844564,1
1.257421,0.0,2.2718685126965625,1.257421,-34.05354003537649,0.0,2.2718685126965625,-34.05354003537649,1
1.251014,0.0,2.2718685126965625,1.251014,30.418476096605684,0.0,2.2718685126965625,30.418476096605684,1
1.248451,0.0,2.2718685126965625,1.248451,-1.3598725939235103,0.0,2.2718685126965625,-1.3598725939235103,1
1.243326,0.0,2.2718685126965625,1.243326,-31.183629351930893,0.0,2.2718685126965625,-31.183629351930893,1
1.240764,0.0,2.2718685126965625,1.240764,14.532846970713482,0.0,2.2718685126965625,14.532846970713482,1
1.23692,0.0,2.2718685126965625,1.23692,19.489132110412285,0.0,2.2718685126965625,19.489132110412285,1
1.233075,0.0,2.2718685126965625,1.233075,-35.920365824428906,0.0,2.2718685126965625,-35.920365824428906,1
1.229232,0.0,2.2718685126965625,1.229232,-4.082838576388251,0.0,2.2718685126965625,-4.082838576388251,1
1.224106,0.0,2.2718685126965625,1.224106,31.89342268932142,0.0,2.2718685126965625,31.89342268932142,1
1.220262,0.0,2.2718685126965625,1.220262,-10.525317529286516,0.0,2.2718685126965625,-10.525317529286516,1
1.221544,0.0,2.2718685126965625,1.221544,-31.25567640235956,0.0,2.2718685126965625,-31.25567640235956,1
1.203605,0.0,2.2718685126965625,1.203605,77.84382179249837,0.0,2.2718685126965625,77.84382179249837,1
1.192073,0.0,2.2718685126965625,1.192073,89.51280638342736,0.0,2.2718685126965625,89.51280638342736,1
1.148508,0.0,2.2718685126965625,1.148508,-118.75812781810266,0.0,2.2718685126965625,-118.75812781810266,1
1.107505,0.0,2.2718685126965625,1.107505,-22.332452389449124,0.0,2.2718685126965625,-22.332452389449124,1
1.113912,0.0,2.2718685126965625,1.113912,62.124748037265505,0.0,2.2718685126965625,62.124748037265505,1
1.11263,0.0,2.2718685126965625,1.11263,-218.1441594723835,0.0,2.2718685126965625,-218.1441594723835,1
1.108786,0.0,2.2718685126965625,1.108786,25.412209006106284,0.0,2.2718685126965625,25.412209006106284,1
1.111349,0.0,2.2718685126965625,1.111349,115.98840282738182,0.0,2.2718685126965625,115.98840282738182,1
1.116474,0.0,2.2718685126965625,1.116474,-42.6649818260715,0.0,2.2718685126965625,-42.6649818260715,1
1.117756,0.0,2.2718685126965625,1.117756,122.94550881646543,0.0,2.2718685126965625,122.94550881646543,1
1.117756,0.0,2.2718685126965625,1.117756,17.963326506890443,0.0,2.2718685126965625,17.963326506890443,1
1.122881,0.0,2.2718685126965625,1.122881,-113.45064787598233,0.0,2.2718685126965625,-113.45064787598233,1
1.122881,0.0,2.2718685126965625,1.122881,36.24950376369656,0.0,2.2718685126965625,36.24950376369656,1
1.15107,0.0,2.2718685126965625,1.15107,-57.808130582753286,0.0,2.2718685126965625,-57.808130582753286,1
1.194636,0.0,2.2718685126965625,1.194636,32.01942581447411,0.0,2.2718685126965625,32.01942581447411,1
1.222825,0.0,2.2718685126965625,1.222825,-62.27410269051999,0.0,2.2718685126965625,-62.27410269051999,1
1.218981,0.0,2.2718685126965625,1.218981,93.70586724257728,0.0,2.2718685126965625,93.70586724257728,1
1.212574,0.0,2.2718685126965625,1.212574,197.20495724003635,0.0,2.2718685126965625,197.20495724003635,1
1.184385,0.0,2.2718685126965625,1.184385,-191.3315150242739,0.0,2.2718685126965625,-191.3315150242739,1
1.199761,0.0,2.2718685126965625,1.199761,56.03366323045654,0.0,2.2718685126965625,56.03366323045654,1
1.202324,0.0,2.2718685126965625,1.202324,31.73655929320513,0.0,2.2718685126965625,31.73655929320513,1
1.203605,0.0,2.2718685126965625,1.203605,157.0651373077074,0.0,2.2718685126965625,157.0651373077074,1
1.201042,0.0,2.2718685126965625,1.201042,-27.76012888275755,0.0,2.2718685126965625,-27.76012888275755,1
1.186948,0.0,2.2718685126965625,1.186948,-209.99422033923705,0.0,2.2718685126965625,-209.99422033923705,1
1.184385,0.0,2.2718685126965625,1.184385,-158.41783431645118,0.0,2.2718685126965625,-158.41783431645118,1
1.186948,0.0,2.2718685126965625,1.186948,162.31357805402425,0.0,2.2718685126965625,162.31357805402425,1
1.18951,0.0,2.2718685126965625,1.18951,144.74266840459586,0.0,2.2718685126965625,144.74266840459586,1
1.193354,0.0,2.2718685126965625,1.193354,-89.22978529178353,0.0,2.2718685126965625,-89.22978529178353,1
1.190792,0.0,2.2718685126965625,1.190792,-222.83012012950127,0.0,2.2718685126965625,-222.83012012950127,1
1.185666,0.0,2.2718685126965625,1.185666,57.31250927910413,0.0,2.2718685126965625,57.31250927910413,1
1.184385,0.0,2.2718685126965625,1.184385,6.268642848736094,0.0,2.2718685126965625,6.268642848736094,1
1.186948,0.0,2.2718685126965625,1.186948,68.82474789078738,0.0,2.2718685126965625,68.82474789078738,1
1.188229,0.0,2.2718685126965625,1.188229,-38.8532190816785,0.0,2.2718685126965625,-38.8532190816785,1
1.19848,0.0,2.2718685126965625,1.19848,-178.08471061801123,0.0,2.2718685126965625,-178.08471061801123,1
1.186948,0.0,2.2718685126965625,1.186948,106.22172304492494,0.0,2.2718685126965625,106.22172304492494,1
1.181822,0.0,2.2718685126965625,1.181822,42.8546683121198,0.0,2.2718685126965625,42.8546683121198,1
1.172853,0.0,2.2718685126965625,1.172853,144.6595116284384,0.0,2.2718685126965625,144.6595116284384,1
1.167728,0.0,2.2718685126965625,1.167728,-46.45137558699915,0.0,2.2718685126965625,-46.45137558699915,1
1.162602,0.0,2.2718685126965625,1.162602,51.03075106074214,0.0,2.2718685126965625,51.03075106074214,1
1.158758,0.0,2.2718685126965625,1.158758,9.962636480986605,0.0,2.2718685126965625,9.962636480986605,1
1.153633,0.0,2.2718685126965625,1.153633,-54.680374743877834,0.0,2.2718685126965625,-54.680374743877834,1
1.152352,0.0,2.2718685126965625,1.152352,-53.024349010381,0.0,2.2718685126965625,-53.024349010381,1
1.152352,0.0,2.2718685126965625,1.152352,34.51918438732256,0.0,2.2718685126965625,34.51918438732256,1
1.15107,0.0,2.2718685126965625,1.15107,10.369614364783926,0.0,2.2718685126965625,10.369614364783926,1
1.15107,0.0,2.2718685126965625,1.15107,16.023889397111002,0.0,2.2718685126965625,16.023889397111002,1
1.148508,0.0,2.2718685126965625,1.148508,-20.854879150592073,0.0,2.2718685126965625,-20.854879150592073,1
1.147226,0.0,2.2718685126965625,1.147226,-36.89298749261919,0.0,2.2718685126965625,-36.89298749261919,1
1.142101,0.0,2.2718685126965625,1.142101,-22.22956119923004,0.0,2.2718685126965625,-22.22956119923004,1
1.139538,0.0,2.2718685126965625,1.139538,29.214217841667114,0.0,2.2718685126965625,29.214217841667114,1
1.136976,0.0,2.2718685126965625,1.136976,0.41247283182934524,0.0,2.2718685126965625,0.41247283182934524,1
1.136976,0.0,2.2718685126965625,1.136976,-12.172316699019023,0.0,2.2718685126965625,-12.172316699019023,1
1.133132,0.0,2.2718685126965625,1.133132,29.567047904220804,0.0,2.2718685126965625,29.567047904220804,1
1.129288,0.0,2.2718685126965625,1.129288,15.712368133378467,0.0,2.2718685126965625,15.712368133378467,1
1.125444,0.0,2.2718685126965625,1.125444,-14.977058341451373,0.0,2.2718685126965625,-14.977058341451373,1
1.122881,0.0,2.2718685126965625,1.122881,11.879690065213747,0.0,2.2718685126965625,11.879690065213747,1
1.122881,0.0,2.2718685126965625,1.122881,20.90101370552381,0.0,2.2718685126965625,20.90101370552381,1
1.117756,0.0,2.2718685126965625,1.117756,-3.3473948812453362,0.0,2.2718685126965625,-3.3473948812453362,1
1.120318,0.0,2.2718685126965625,1.120318,-9.73127869616974,0.0,2.2718685126965625,-9.73127869616974,1
1.115193,0.0,2.2718685126965625,1.115193,18.317929461636613,0.0,2.2718685126965625,18.317929461636613,1
1.111349,0.0,2.2718685126965625,1.111349,1.3170660832725591,0.0,2.2718685126965625,1.3170660832725591,1
1.107505,0.0,2.2718685126965625,1.107505,-14.619569504308824,0.0,2.2718685126965625,-14.619569504308824,1
1.104942,0.0,2.2718685126965625,1.104942,14.761844108914607,0.0,2.2718685126965625,14.761844108914607,1
1.101098,0.0,2.2718685126965625,1.101098,17.298782285898746,0.0,2.2718685126965625,17.298782285898746,1
1.098536,0.0,2.2718685126965625,1.098536,-13.478572927623045,0.0,2.2718685126965625,-13.478572927623045,1
1.09341,0.0,2.2718685126965625,1.09341,-10.545031383747183,0.0,2.2718685126965625,-10.545031383747183,1
1.089566,0.0,2.2718685126965625,1.089566,12.003719873938698,0.0,2.2718685126965625,12.003719873938698,1
1.088285,0.0,2.2718685126965625,1.088285,2.280408586404582,0.0,2.2718685126965625,2.280408586404582,1
